name,chinese_name,status_type,year_born,gender,native_city,native_province,bio,photo_link,photo_name,last_position_held,chinese_position,organization,chinese_organization,corruption_location,sentencing_status,investigated_date,investigated_link,investigated_ccdi,investigated_quote,expelled_date,expelled_link,expelled_ccdi,expelled_quote,sentenced_date,sentenced_link,sentenced_ccdi,sentence_details,sentenced_quote,total_yuan_corrupted,sector,sector_two,sector_three,family_connections,city_connections,province_connections,national_connections,other_connections,dead_date,dead_link,dead_details,which_tiger,previous_positions,naked_official
Yang Wen,杨文,Fly,,Male,,,,,,"Chairman, Party Secretary","党工委原书记, 管委会原主任","Siping Hongzui Economic and Technological Development Zone Management Committee, Siping Hongzui Economic Development Zone Party Working Committee",吉林省四平红嘴经济技术开发区,Jilin,Expelled,,,,,4/9/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117583.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117583.html,,,,,,,,,,,,,,,,,,,,,
Wang Hong,王洪,Fly,1964,Male,Ganzhou,Jiangxi,,http://baike.baidu.com/subview/202196/15372175.htm,,Director,原院长,Architectural Design and Research Institute of Guangdong Province,广东省建筑设计研究院,Guangdong,Expelled,,,,,4/2/2015,http://www.chinadaily.com.cn/china/2015-04/02/content_19982430.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117574.html,,,,,,,,,,,,Wan Qingliang,,,,,,,Wan Qingliang,,
Hu Shihui,胡世辉,Fly,,Male,,,,http://baike.baidu.com/subview/2304212/18754118.htm,Hu-Shihui.jpg,Deputy Director,原副司长,Technology Development and Industrialization Department at Ministry of Science and Technology,科技部高新技术发展及产业化司原副司长,Beijing,Expelled,,,,,3/24/2015,http://www.chinadaily.com.cn/china/2015-03/24/content_19896810.htm,http://www.ccdi.gov.cn/scdc/zyyj/djcf/201607/t20160704_116137.html,,,,,,,,,,,,,,,,,,,,,
Liu Ding,刘丁,Fly,1957,Male,,Shandong,,http://baike.baidu.com/subview/668681/8604168.htm#viewPageContent,Liu-Ding.jpg,President,原校长,Xi'an University of Technology,西安理工大学,Shaanxi,Investigated,3/4/2015,http://www.ccdi.gov.cn/yaowen/201503/t20150304_135085.html,http://www.ccdi.gov.cn/yaowen/201503/t20150304_135085.html,Liu Ding was demoted from all posts,,,,,,,,,,,,Education,,,,,,,,,,,,
Liu Deyue,刘德跃,Fly,1964,Male,Linfen,Shanxi,,http://baike.baidu.com/view/7805519.htm,Liu-Deyue.jpg,District Secretary,区委书记,CPC Committee in Yangquan City,阳泉市矿区,Shanxi,Expelled,,,,,3/3/2015,http://africa.chinadaily.com.cn/china/2015-03/03/content_19708733.htm,http://www.chinanews.com/fz/2015/03-03/7097710.shtml,,,,,,,,,,,,,,,,,,,,,
Zhu Jian,褚健,Fly,1963,Male,Haiyan,Zhejiang,,http://baike.baidu.com/view/1198936.htm,,"Standing Committee Member, Vice President","原党委常委, 副校长",Zhejiang University,浙江大学,Zhejiang,Sentenced,,,,,2/17/2015,http://district.ce.cn/newarea/sddy/201502/17/t20150217_4621382.shtml,http://district.ce.cn/newarea/sddy/201502/17/t20150217_4621382.shtml,,1/16/2017,http://www.xinhuanet.com/legal/2017-01/16/c_1120320549.htm,http://www.xinhuanet.com/legal/2017-01/16/c_1120320549.htm,"3 years and 3 months imprisonment, 500,000 RMB fine",,"2,381,803",,Education,,,,,,,,,,,,
Li Yingliang,李应良,Fly,1964,Male,Chengdu,Sichuan,,http://baike.baidu.com/subview/1372140/10080024.htm,Li-Yingliang.jpg,"Party Secretary, Political Commissar","原党委书记, 政委",Xinjiang Production and Construction Corps 7th Division,兵团第七师,Xinjiang,Expelled,,,,,2/11/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117562.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117562.html,,,,,,,,,Construction,,,,,,,,,,,,
Zeng Qingfu,曾庆福,Fly,1962,Male,Wuhan,Hubei,,http://baike.baidu.com/item/%E6%9B%BE%E5%BA%86%E7%A6%8F/16740350#viewPageContent,,Vice President ,原副校长,Wuhan Textile University,湖北省武汉纺织大学,Hubei,Expelled,,,,,2/6/2015,http://news.xinhuanet.com/lianzheng/2015-02/06/c_127464006.htm,http://news.xinhuanet.com/lianzheng/2015-02/06/c_127464006.htm,,,,,,,,,Education,,,,,,,,,,,,
Zhao Ping,赵平,Fly,,Male,,,,,,"Party Secretary, Vice Chairman","党组书记, 副主任","Bureau of Religious Affairs, Kizilsu Kirghiz Prefecture Ethnic Affairs Commission",克州民委（宗教局）,Xinjiang,Expelled,,,,,1/15/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,,,,,,,,,,,,,,,,,,,,,
Mijit Dawut / Mijiti Dawuti,米吉提·达吾提,Fly,,Male,,,,,,"Deputy Secretary, Chairman","原党组副书记, 主任","Bureau of Religious Affairs, Provincial Ethnic Affairs Commission",阿图什市民委（宗教局）,Xinjiang,Expelled,,,,,1/15/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,,,,,,,,,,,,,,,,,,,,,
Li Shujiang,李蜀疆,Fly,,Male,,,,,,Deputy Secretary,"原副书记, 部长, 书记",Artux City Party Committee,"阿图什市委, 组织部, 政法委",Xinjiang,Expelled,,,,,1/15/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,,,,,,,,,,,,,,,,,,,,,
Muxtar Memet / Muheta'er Maimaiti,木合塔尔·麦麦提,Fly,,Male,,,,,,United Front Director,"原常委, 部长, 副书记",Artux City Party Committee,"阿图什市委, 统战部, 政法委",Xinjiang,Expelled,,,,,1/15/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,,,,,,,,,,,,,,,,,,,,,
Chen Binbo,陈斌波,Fly,1964,Male,,,,http://baike.baidu.com/view/3156375.htm,Chen-Binbuo.jpg,"Party Member, Deputy Executive General Manager","党委委员, 执行副总经理"," Dongfeng Honda Motor Cor., Ltd",东风本田汽车有限公司,Hubei,Investigated,12/31/2014,http://www.ccdi.gov.cn/yaowen/201412/t20141231_134407.html,http://www.ccdi.gov.cn/yaowen/201412/t20141231_134407.html,Chen Binbo was removed from party posts and demoted.,,,,,,,,,,,,Automobile Industry,SOE,,,,,"Cai Wei, Ren Yong, Zhu Fushou",,,,,,
Li Chunde,李纯德,Fly,1964,Male,Qixian,Henan,,http://baike.baidu.com/item/%E6%9D%8E%E7%BA%AF%E5%BE%B7/16372342#viewPageContent,Li-Chunde.jpg,Former Disciplinary Secretary,"原常委, 纪委书记",Meizhou City Party Committee,梅州市委,Guangdong,Expelled,,,,,12/13/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117524.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117524.html,,,,,,,,,,,,,,,,,,,,,
Ma Weiling,马伟灵,Fly,1963,Male,Shantou,Guangdong,,http://baike.baidu.com/view/3602103.htm,,Former Political Commissar,原政委,Guangdong Public Security Traffic Management Bureau,省公安厅交通管理局,Guangdong,Sentenced,,,,,12/13/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117524.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117524.html,,5/20/2016,http://news.163.com/16/0521/03/BNIDVMKE00014Q4P.html,,"10 years imprisonment, 1,000,000 RMB fine",,"2,000,000",,Public Security,Transportation,,,,,,,,,,,
Hu Nanqian,胡南乾,Fly,,Male,,,,http://baike.baidu.com/item/%E8%83%A1%E5%8D%97%E4%B9%BE,Hu-Nanqian.jpg,Former President,原院长,Guangdong Product Quality Supervision and Inspection Institute,广东产品质量监督检验研究院,Guangdong,Expelled,,,,,12/13/2014,http://wo.chinadaily.com.cn/view.php?mid=127895&cid=79&isid=1749,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117524.html,,,,,,,,,,,,,,,,,,,,,
Dong Qiang,董强,Fly,1954,Male,Changtu,Liaoning,,,,Former Deputy Director,原副局长,Harbin City Bureau of Health,哈尔滨市卫生局,Heilongjiang,Expelled,,,,,12/9/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117521.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117521.html,,,,,,,,,,,,,,,,,,,,,
Shen Jia,沈佳,Fly,1959,Male,,,,http://baike.baidu.com/subview/1956141/15109768.htm,,Former Chairman,原主任,Inner Mongolia Discipline Inspection Commission ,内蒙古自治区纪委案件审理室,Inner Mongolia,Sentenced,,,,,12/8/2014,http://news.xinhuanet.com/english/china/2014-08/04/c_133530993.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117522.html,,8/31/2016,http://www.xinhuanet.com/legal/2016-08/31/c_1119488684.htm,,"Life imprisonment, deprivation of political rights for life, all personal property confiscated",,"28,455,139",,,,,,,,,,,,,,
Jiao Mingqi,焦明启,Fly,1954,Male,Nanle,Henan,,http://baike.baidu.com/view/4746727.htm,Jiao-Mingqi.jpg,"Deputy Secretary General, Director","原副秘书长, 主任","Xinjiang Corps, The Economic and Technological Cooperation Office of Xinjiang Province","新疆兵团, 经济技术协作办公室",Xinjiang,Expelled,,,,,12/3/2014,http://usa.chinadaily.com.cn/epaper/2014-12/04/content_19024816.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117518.html,,,,,,,,,,,,,,,,,,,,,
Liang Yinglin,梁英林,Fly,1961,Male,,,,,,"Vice President, Secretary General",副主席兼秘书长,"Huaiyin District CPPCC, Jinan",槐荫区政协,Shandong,Expelled,,,,,11/21/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117511.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117511.html,,,,,,,,,,,,,,,,,,,,,
Yang Jinshan,杨金山,Tiger,1954,Male,Xixian,Henan,,http://www.12371.gov.cn/html/zqdj/gbrm/zh/2015/03/20/134057389707_3.html,Yang-Jinshan.jpg,"Lieutenant General, Deputy Commanding Officer","中将, 原副司令员",Chengdu Military Region,成都军区,Sichuan,Expelled,,,,,10/23/2014,https://web.archive.org/web/20170517223759/http://news.xinhuanet.com/english/china/2014-10/23/c_133737877.htm,http://politics.people.com.cn/n/2014/1027/c1001-25916936.html,,,,,,,,Military,,,,,,Xu Caihou,,,,,Xu Caihou,the Commanding officer of Tibet Military District.,
Chen Luyi,陈陆一,Fly,1960,Male,Yongkang,Zhejiang,,http://baike.baidu.com/view/2082059.htm,Chen-Luyi.jpg,Former Director,原主任,Management Committee of Jinhua Emerging Industry Cluster Zone,金华新兴产业区管委会,Gansu,Expelled,,,,,8/25/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117478.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117478.html,,,,,,,,,,,,,,,,,,,,,
Wang Yiyi,王一义,Fly,,Male,,,,http://baike.baidu.com/item/%E7%8E%8B%E4%B8%80%E4%B9%89,,Former Deputy Director,原副社长,Zhejiang Daily Press Group,浙江日报报业集团,Zhejiang,Sentenced,,,,,8/25/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117477.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117477.html,,1/18/2015,http://legal.people.com.cn/n/2015/0116/c188502-26401038.html,,"12 years and 6 months imprisonment, 400,000 RMB in personal assets confiscated",,"3,360,000",Media,,,,,,,,,,,,,
Lei Yansheng,雷炎生,Fly,,Male,,,,,,President,行长,China Construction Bank Sha County Branch,中国建设银行沙县支行,Fujian,Investigated,8/13/2014,http://www.chinadaily.com.cn/china/2014-01/27/content_17261676.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116217.html,,,,,,,,,,,,,,,,,,,Chen Ruixi,,,,,,
Du Zengjie,杜增杰,Fly,,Male,,,,,,Former Director,原局长,Tsitsihar Farms and Land Reclamation Administration,农垦齐齐哈尔管理,Heilongjiang,Expelled,,,,,8/11/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117465.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117465.html,,,,,,,,,,,,,,,,,,,,,
Yang Yongjiu,杨永久,Fly,1955,Male,Xingshan,Hubei,,,,Vice Chairman,副主席,Shennongjia Forest Area,神农架林区政协,Hubei,Expelled,,,,,7/24/2014,http://www.fcpablog.com/blog/2014/4/18/china-corruption-blotter-april-18-2014.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117456.html,,,,,,,,,,,,,,,,,,,,,
Zhang Youren,张友仁,Fly,1949,Male,,,,http://baike.baidu.com/subview/1926085/14780294.htm,Zhang-Youren.jpg,President,原董事长,"Anhui Military Industry Group Holding Co., Ltd.",安徽军工集团,Anhui,Expelled,,,,,7/15/2014,http://www.reuters.com/article/us-china-corruption-idUSKBN0FK0CS20140715,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117451.html,,,,,,,,Military,,,,,,,,,,,,,
Luo Bingfeng,骆炳峰,Fly,1957,Male,Shangyou,Jiangxi,,http://baike.baidu.com/view/1153730.htm,,Former Chairman,原主任,Ganzhou City People’s Congress,江西赣州市人大常委会,Jiangxi,Expelled,,,,,7/3/2014,http://english.caixin.com/2014-07-04/100699751.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117443.html,,,,,,,,,,,,,,,,,,,,,
Chen Bocai,陈伯才,Fly,1957,Male,Ezhou,Hubei,,,,Party Secretary,原主任,Gedian Economic and Technological Development Zone,鄂州葛店经开区管委会,Hubei,Expelled,,,,,7/2/2014,http://news.xinhuanet.com/english/china/2014-07/02/c_133456068.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117439.html,,,,,,,,,Adultery,,,,,,,,,,,,
Yu Gang,余刚,Fly,1968,Male,Hanshou,Hunan,,http://baike.baidu.com/subview/443655/14548572.htm,,Former Vice Director,原副主任,Office of the Central Political and Law Commission,中央政法委办公室,Beijing,Expelled,,,,,7/2/2014,http://www.cnn.com/2014/07/03/world/asia/china-corruption-zhou-yongkang-aides-arrests/,http://www.ccdi.gov.cn/scdc/zyyj/djcf/201607/t20160704_116131.html,,,,,,,,,Adultery,,,,,"Zhou Yongkang, Ji Wenlin",,,,,Zhou Yongkang,,
Tan Hong,谈红,Fly,,Male,,Hainan,,http://baike.baidu.com/item/%E8%B0%88%E7%BA%A2/14695606,,Advisor At the Level of Division Commander,原正师职参谋,Ministry of Public Security Central Security Bureau,公安部警卫局,Beijing,Expelled,,,,,7/2/2014,http://news.xinhuanet.com/english/china/2014-07/02/c_133455393.htm,http://www.ccdi.gov.cn/scdc/zyyj/djcf/201607/t20160704_116130.html,,,,,,,,Law,Public Security,,,,,Zhou Yongkang,,,,,Ji Wenlin,,
Zhang Zhongyuan,张忠元,Fly,,Male,,,,http://baike.baidu.com/subview/1582019/11059490.htm,,Former Party Secretary,原书记,Chengdu University of Traditional Chinese Medicine (TCM),成都中医药大学党委,Sichuan,Expelled,,,,,6/24/2014,http://blogs.wsj.com/chinarealtime/2013/08/02/chinas-latest-product-recall-tainted-diplomas/,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117428.html,,,,,,,,,Education,Medicine,,,,,,,,,,,
Lou Xuequan,娄学全,Fly,1964,Male,Nanjing,Jiangsu,,,,Secretary ,书记,Nanjing City Liuhe District ,南京市六合区委,Jiangsu,Expelled,,,,,6/18/2014,http://www.ccdi.gov.cn/special/jdbg3/js_bgt/fjbxgdwt_jdbg3/201511/t20151125_68075.html,http://www.ccdi.gov.cn/special/jdbg3/js_bgt/fjbxgdwt_jdbg3/201511/t20151125_68075.html,,,,,,,,,,Dead,,,,,,9/18/2014,http://www.businessinsider.com/chinese-official-commits-suicide-after-being-sacked-in-graft-probe-2014-9,,,,
Xu Gefei,胥革非,Fly,,Male,,,,http://baike.baidu.com/item/%E8%83%A5%E9%9D%A9%E9%9D%9E,,Former Party Secretary,"党组书记, 总经理",China Grain Reserves Corporation Jilin Branch,中国储备粮管理总公司吉林分公司,Jilin,Expelled,,,,,6/17/2014,http://news.xinhuanet.com/english/china/2014-06/17/c_133413673.htm,http://www.ccdi.gov.cn/scdc/zyyj/djcf/201607/t20160704_116129.html,,,,,,,,,SOE,,,,,,,,,,,,
Fu Daochun,付道春,Fly,,Male,,,,,,Former President,原院长,Shanxian Central Hospital,山东省单县中心医院,Shandong,Sentenced,,,,,6/17/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117422.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117422.html,,7/19/2016,https://www.toutiao.com/i6308927444183155201/,,"3 years and 3 months imrprisonment, 250,000 RMB fine",,"559,800",,Medicine,,,,,,,,,,,,
Wang Zhiping,王志平,Fly,1951,Male,,,,,,Former Chief Judge,原院长,Qingdao Northern District People’s Court,青岛市市北区人民法院,Shandong,Expelled,,,,,6/17/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117421.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117421.html,,,,,,,,Law,,,,,,,,,,,,,
Duan Jianguo,段建国,Fly,1956,Male,Hongdong,Shanxi,,http://baike.baidu.com/subview/1831308/10864425.htm,Duan-Jianguo.jpg,Former Director,原厅长,Transport Department of Shanxi Province,山西省交通厅,Shanxi,Expelled,,,,,6/15/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117420.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117420.html,,,,,,,,,Transportation,,,,,,,,,,,,
Fang Xuan,方旋,Fly,1954,Male,Jieyang,Guangdong,,http://baike.baidu.com/view/568414.htm,Fang-Xuan.jpg,Deputy Party Secretary,副书记,Guangzhou City Party Committee,广州市委,Guangdong,Investigated,5/20/2014,http://www.reuters.com/article/2014/05/22/us-china-corruption-idUSBREA4L0HW20140522,http://politics.people.com.cn/n/2014/0520/c1001-25038946.html,,,,,,,,,,,,,,,,,,,,,,,,,"
Y"
Song Jun,宋军,Fly,,Male,,,,,,Fomer Deputy General Manager,原副总经理,Qingdao Ocean Shipping Co. Ltd.,青岛远洋运输有限公司,Shandong,Expelled,,,,,5/29/2014,http://english.caixin.com/2013-09-24/100585730.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117411.html,,,,,,,,,SOE,,,,,,,,,,,,
Zheng Jianye,郑建业,Fly,,Male,,,,,,Former Deputy Director,原副局长,Zibo City Justice Bureau,淄博市司法局,Shandong,Expelled,,,,,5/28/2014,http://www.theguardian.com/world/2015/apr/07/former-chinese-mayor-bulldozer-ji-jailed-for-corruption,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117410.html,,,,,,,,,,,,,,,,,,,,,
Zhao Xicheng,赵希成,Fly,,Male,,,,,,Former Director,原局长,Bureau of Civil Affairs of Zibo Cityity,山东省淄博市民政局,Shandong,Expelled,,,,,5/28/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117410.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117410.html,,,,,,,,,,,,,,,,,,,,,
Huang Baodong,黄保东,Fly,,Male,,,,http://news.xinhuanet.com/fortune/2014-05/26/c_126546232.htm,Huang-Baodong.jpg,"Standing Committee Member, Deputy General Manager","常委, 副总经理",Power Construction Corporation of China,中国电力建设集团有限公司,Beijing,Expelled,,,,,5/26/2014,http://www.reuters.com/article/2014/05/26/us-china-corruption-idUSBREA4P01B20140526#TR55y5KGowl0XdTL.97,http://www.ccdi.gov.cn/scdc/zyyj/djcf/201607/t20160704_116126.html,,,,,,,,,Energy,SOE,,,,,Dai Chunning,,,,,,
Huang Yongyue,黄永跃,Fly,1959,Male,Lipu,Guangxi,,http://baike.baidu.com/view/4770286.htm,Huang-Yongyue.jpg,Secretary,书记,Yongfu County Committee,永福县县委,Guangxi,Investigated,5/9/2014,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ahUKEwjR3o7A48LJAhUDyj4KHd2HB6IQFggoMAI&url=http%3A%2F%2Fwww.chinadaily.com.cn%2Fchina%2F2015-02%2F16%2Fcontent_19601544.htm&usg=AFQjCNFrzM5g-ky32BoedyOd3EUF2umfVg&sig2=qQGcptjgJFFNn3GeIGsWMw&bvm=bv.108538919,d.dmo&cad=rja",http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117401.html,Received disciplinary warning for serious misconduct,,,,,,,,,,,,,,,,,,,,,,,,
Feng Zhaohui,冯朝辉,Fly,1975,Male,,,,http://baike.baidu.com/subview/12235836/13567660.htm,Feng-Zhaohui.jpg,Former Deputy Secretary,"党委原副书记, 纪委书记",Former deputy secretary of the Party Committee Discipline Committee,山西省高速公路管理局,Shanxi,Expelled,,,,,4/29/2014,http://www.chinadaily.com.cn/china/2014-11/25/content_18973229.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,,,,,,,,,Transportation,,,,,,,,,,,,
Chang Guangzhi,常广智,Fly,1960,Male,Jincheng,Shanxi,,,,"Former Depty Party Secretary, Country Chief",原副书记,"Zezhou County Party Committee, Zezhou County, Shanxi",泽州县委,Shanxi,Expelled,,,,,4/29/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,,,,,,,,,,,,,,,,,,,,,
Li Huazhong,李华中,Fly,,Male,,,,http://baike.baidu.com/subview/1434186/13567640.htm,Li-Huazhong.jpg,Former deputy director,原副局长,Provincial Transportation Authority,省交通运输管理局,Shanxi,Expelled,,,,,4/29/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,,,,,,,,,Transportation,,,,,,,,,,,,
Lei Ting,雷霆 ,Fly,,Male,,,,,,Director,主任,Nanchang Hi-Tech Industrial Development Zone,江西省南昌市高新区管委会,Jiangxi,Expelled,,,,,4/28/2014,http://fanfu.people.com.cn/n/2014/0428/c64371-24950989.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117395.html,,,,,,,,Real Estate,,,,,,,,,,,,,
Nong Xiaowen,农晓文,Fly,1967,Male,Qinzhou,Guangxi,,http://baike.baidu.com/view/2992385.htm,,"Party Secretary, Chairman of the Board","党委书记, 董事长","Guangxi Tourism Investment Group Co., Ltd",广西旅游投资集团有限公司,Guangxi,Expelled,,,,,4/28/2014,http://www.chinadaily.com.cn/china/2014-07/22/content_17896485.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117394.html,,,,,,,,,SOE,,,,,,,,,,,,
Chen Mengren,陈孟仁,Fly,,Male,,,,,,Chairman,厅长,Guizhou Provincial Department of Transportation,贵州省交通运输厅,Guizhou,Expelled,,,,,4/24/2014,http://www.globaltimes.cn/content/862893.shtml,http://politics.people.com.cn/n/2014/0118/c70731-24159083.html,,,,,,,,,Transportation,,,,,,,,,,,,
Yang Yunchao,杨运朝,Fly,1957,Male,Lingshui,Hainan,,,,Deputy County Mayor,副县长,Lingshui County,陵水县,Hainan,Expelled,,,,,3/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,,,,,,,,,,,,,,,,,,,,,
Liang Xue’an,梁学安,Fly,,Male,,,,http://baike.baidu.com/view/8976290.htm,Liang-Xuean.jpg,Deputy Mayor,副市长,Dongfang,东方市,Hainan,Expelled,,,,,3/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,,,,,,,,,,,,,,,,,,,,,
Yao Zhen,姚震,Fly,,Male,,,,,,President,院长,People’s Hospital of Sanya City,三亚市人民医院,Hainan,Sentenced,,,,,3/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,,3/20/2015,http://fanfu.people.com.cn/n/2015/0320/c64371-26723327.html,,10 years imprisonment,,"1,000,000",,Medicine,,,,,,,,,,,,
Zhang Guichun,张桂春,Fly,1956,Male,Dalian,Liaoning,,,,"Deputy Secretary, Director","党委副书记, 局长",Heilongjiang Provincial Farms and Land Reclamation Administration,黑龙江省农垦总局九三分局,Heilongjiang,Expelled,,,,,3/17/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117379.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117379.html,,,,,,,,,,,,,,,,,,,,,
Ding Xuefeng,丁雪峰,Fly,1963,Male,Datong,Shanxi,,http://baike.baidu.com/subview/1289942/7621778.htm,Ding-Xuefeng.jpg,Mayor,市长,Lüliang City,吕梁市人民政府,Shanxi,Expelled,,,,,3/2/2014,http://www.globaltimes.cn/content/862886.shtml,,,,,,,,,,,,,,,Zhou Yongkang,,,,,,,
Zhong Yongsheng,钟勇生,Fly,1955,Male,Meizhou,Guangdong,,http://baike.baidu.com/view/6603812.htm,,Standing Committee Vice Chairman,副主任,Meizhou City Party Commission,梅州市人大常委会,Guangdong,Expelled,,,,,2/26/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117375.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117375.html,,,,,,,,Law,,,,,,,,,,,,,
Kang Junliang,康俊良,Fly,,Male,,,,,,Vice Chairman,副主席,Hengshan Prefectural CPPCC,衡山县政协,Hunan,Investigated,2/25/2014,http://www.business-standard.com/article/pti-stories/6-officials-sacked-over-sex-scandals-in-china-114022500200_1.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,,,,,,,,,,,,,Adultery,,,,,,,,,,,,
Yin Wen,尹文,Fly,,Male,,,,,,Vice Chairman,副主席,Changning City CPPCC,湖南省常宁市政协,Hunan,Investigated,2/25/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,,,,,,,,,,,,,Adultery,,,,,,,,,,,,
Liu Honghan,刘洪汉,Fly,,Male,,,,,,Secretary of Party Committee,原党委书记,Leiyang City Development and Reform Administration,耒阳市发展和改革局,Hunan,Investigated,2/25/2014,http://www.shanghaidaily.com/national/12-await-verdict-in-blackmail-sex-case/shdaily.shtml,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,,,,,,,,,,,,,Adultery,,,,,,,,,,,,
Duan Dinghua,段定华,Fly,,Male,,,,,,Director,原局长,Leiyang City Forestry Administration,耒阳市林业局,Hunan,Investigated,2/25/2014,http://www.chinadaily.com.cn/china/2014-02/26/content_17305106.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,,,,,,,,,,,,,Adultery,,,,,,,,,,,,
