status_type,year_born,gender,native_province,corruption_location,local_official,rankErin,sentence_details,economic_problem,corrupted_amount,sector,connections_with_tigers
Fly,1960-1969,Male,Hunan,Hunan,Yes,9,NA,NA,NA,infrastructure,No
Fly,1970-1979,Male,Shandong,Ningxia,No,10,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Shandong,Beijing,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,7,NA,NA,NA,social service,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,7,NA,No,NA,transport,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,8,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,7,NA,NA,NA,social service,No
Fly,1960-1969,Male,Beijing,Beijing,Yes,8,NA,NA,NA,technology,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,9,NA,NA,NA,mining,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,6,NA,NA,NA,finance,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Shandong,Jilin,No,9,NA,NA,NA,finance,No
Fly,1950-1959,Male,Jilin,Jilin,Yes,9,NA,NA,NA,agriculture,No
Fly,1940-1949,Male,Sichuan,Inner Mongolia,No,10,NA,NA,NA,social service,No
Tiger,1960-1969,Male,Shandong,Chongqing,No,3,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Henan,Jiangsu,No,4,NA,NA,NA,social service,No
Fly,1980-1989,Male,Inner Mongolia,Inner Mongolia,Yes,5,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Jiangsu,Anhui,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Anhui,Anhui,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Jilin,No,9,NA,NA,NA,technology,No
Tiger,1950-1959,Male,Shandong,Beijing,No,4,NA,NA,NA,technology,No
Fly,1960-1969,Male,Heilongjiang,Heilongjiang,Yes,6,NA,NA,NA,agriculture,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,5,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Yunnan,Jilin,No,9,NA,NA,NA,social service,No
Fly,1960-1969,Male,Yunnan,Yunnan,Yes,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,9,NA,NA,NA,technology,No
Fly,1950-1959,Male,Heilongjiang,Heilongjiang,Yes,10,NA,NA,NA,social service,No
Fly,1950-1959,Male,Shaanxi,Inner Mongolia,No,9,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Hunan,Beijing,No,5,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Hunan,Xinjiang,No,10,NA,NA,NA,finance,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Fujian,Beijing,No,5,NA,NA,NA,finance,No
Fly,1960-1969,Male,Hunan,Hainan,No,7,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Hainan,Hainan,Yes,6,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jilin,Jilin,Yes,9,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Gansu,Gansu,Yes,10,NA,NA,NA,CEHS,No
Tiger,1950-1959,Male,Zhejiang,Beijing,No,5,NA,NA,NA,finance,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Gansu,Ningxia,No,9,NA,NA,NA,agriculture,No
Fly,1950-1959,Male,Inner Mongolia,Heilongjiang,No,6,NA,NA,NA,CEHS,No
Fly,1970-1979,Male,Anhui,Guangdong,No,7,NA,NA,NA,social service,No
Fly,1970-1979,Male,Jilin,Jilin,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,7,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,8,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Shanxi,Ningxia,No,7,NA,NA,NA,energy,No
Fly,1950-1959,Male,Sichuan,Guizhou,No,7,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Jiangxi,Jiangxi,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Liaoning,Jilin,No,9,NA,NA,NA,finance,No
Tiger,1950-1959,Male,Jiangxi,Beijing,No,4,NA,NA,NA,social service,No
Tiger,1960-1969,Male,Shandong,Chongqing,No,4,NA,NA,NA,social service,No
Tiger,1960-1969,Male,Jiangsu,Chongqing,No,4,NA,NA,NA,social service,No
Fly,1970-1979,Male,Liaoning,Liaoning,Yes,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Liaoning,Liaoning,Yes,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,9,NA,NA,NA,real estate,No
Fly,1970-1979,Male,Anhui,Gansu,No,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hainan,Jilin,No,9,NA,NA,NA,transport,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,8,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,5,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Shaanxi,Ningxia,No,9,NA,NA,NA,transport,No
Fly,1950-1959,Male,Zhejiang,Ningxia,No,7,NA,NA,NA,social service,No
Fly,1960-1969,Male,Shandong,Tianjin,No,10,NA,NA,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,8,NA,NA,NA,transport,No
Fly,1950-1959,Male,Zhejiang,Zhejiang,Yes,7,NA,NA,NA,social service,No
Fly,1960-1969,Male,Yunnan,Yunnan,Yes,6,NA,NA,NA,technology,No
Tiger,1950-1959,Male,Shandong,Beijing,No,5,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Shandong,Shandong,Yes,8,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Anhui,Anhui,Yes,9,NA,No,NA,finance,No
Fly,1960-1969,Male,Jiangsu,Anhui,No,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Shanxi,Xinjiang,No,7,NA,NA,NA,social service,No
Fly,1950-1959,Male,Tianjin,Tianjin,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,6,NA,NA,NA,social service,No
Tiger,1960-1969,Male,Anhui,Beijing,No,4,NA,NA,NA,technology,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,NA,NA,NA,CEHS,No
Tiger,1960-1969,Male,Liaoning,Liaoning,Yes,4,NA,NA,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,9,NA,NA,NA,energy,No
Fly,1960-1969,Male,Gansu,Qinghai,No,7,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,7,NA,NA,NA,social service,No
Fly,1960-1969,Male,Beijing,Liaoning,No,7,NA,NA,NA,energy,No
Fly,1960-1969,Male,Gansu,Gansu,Yes,8,NA,NA,NA,social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,10,NA,NA,NA,mining,No
Fly,1960-1969,Male,Gansu,Xinjiang,No,9,NA,NA,NA,agriculture,No
Fly,1960-1969,Male,Shaanxi,Shanxi,No,7,NA,NA,NA,social service,No
Fly,1960-1969,Male,Gansu,Gansu,Yes,6,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Liaoning,Hebei,No,4,NA,NA,NA,social service,No
Fly,1950-1959,Male,Jilin,Jilin,Yes,7,NA,No,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Jiangsu,Yes,8,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Jiangsu,Beijing,No,10,NA,NA,NA,social service,No
Fly,1970-1979,Male,Guangdong,Guangdong,Yes,6,NA,NA,NA,transport,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,9,NA,NA,NA,technology,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,8,NA,No,NA,social service,No
Fly,1960-1969,Male,Liaoning,Jilin,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hubei,Shandong,No,9,NA,NA,NA,finance,No
Fly,1950-1959,Male,Anhui,Anhui,Yes,7,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Hunan,Qinghai,No,9,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Guangxi,Jiangsu,No,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jilin,Jilin,Yes,6,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Guizhou,Sichuan,No,6,NA,NA,NA,CEHS,No
Fly,1950-1959,Female,Jilin,Jilin,Yes,8,NA,NA,NA,finance,No
Tiger,1960-1969,Male,Shanxi,Shanxi,Yes,4,NA,NA,NA,social service,No
Fly,1950-1959,Male,Jilin,Jilin,Yes,9,NA,NA,NA,CEHS,No
Fly,1950-1969,Male,Henan,Shaanxi,No,6,NA,NA,NA,technology,No
Tiger,1960-1969,Male,Shandong,Shandong,Yes,4,NA,No,NA,social service,No
Fly,1960-1969,Male,Hunan,Hubei,No,9,NA,NA,NA,finance,No
Fly,1950-1959,Male,Zhejiang,Zhejiang,Yes,7,NA,NA,NA,agriculture,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,9,NA,NA,NA,technology,No
Fly,1950-1959,Male,Yunnan,Yunnan,Yes,10,NA,NA,NA,mining,No
Fly,1950-1959,Female,Jilin,Jilin,Yes,10,NA,NA,NA,finance,No
Tiger,1960-1969,Male,Fujian,Jiangxi,No,4,NA,NA,NA,social service,No
Fly,1960-1969,Male,Chongqing,Beijing,No,5,NA,NA,NA,energy,No
Fly,1950-1959,Female,Henan,Xinjiang,No,5,NA,NA,NA,manufacturing,No
Fly,1960-1969,Male,Anhui,Xinjiang,No,5,NA,NA,NA,manufacturing,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,9,NA,NA,NA,finance,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Inner Mongolia,Heilongjiang,No,8,NA,NA,NA,social service,No
Fly,1960-1969,Male,Liaoning,Jilin,No,9,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Tianjin,Beijing,No,9,NA,NA,NA,social service,No
Fly,1970-1979,Female,Jilin,Jilin,Yes,6,NA,NA,NA,social service,No
Fly,1980-1989,Female,Shanghai,Guizhou,No,7,NA,NA,NA,social service,No
Fly,1960-1969,Female,Guangdong,Guangdong,Yes,10,NA,NA,NA,N/A,No
Fly,1960-1969,Female,Jiangxi,Jiangxi,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Ningxia,Ningxia,Yes,6,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Female,Fujian,Fujian,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Female,Fujian,Fujian,Yes,5,NA,NA,NA,finance,No
Fly,1950-1959,Female,Shanxi,Shanxi,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Female,Henan,Tianjin,No,5,NA,No,NA,social service,No
Fly,1960-1969,Female,Fujian,Beijing,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Female,Shanxi,Shanxi,Yes,6,NA,NA,NA,social service,No
Fly,1970-1979,Female,Xinjiang,Shanxi,No,6,NA,NA,NA,social service,No
Fly,1980-1989,Female,Shanghai,Beijing,No,7,NA,NA,NA,mining,No
Fly,1970-1979,Female,Guizhou,Guangxi,No,6,NA,NA,NA,social service,No
Fly,1980-1989,Female,Jiangxi,Shanxi,No,8,NA,NA,NA,transport,No
Fly,1970-1979,Female,Tianjin,Zhejiang,No,9,NA,NA,NA,transport,No
Fly,1960-1969,Female,Sichuan,Sichuan,Yes,6,NA,NA,NA,technology,Yes
Fly,1950-1959,Male,Shanxi,Beijing,No,5,NA,NA,NA,infrastructure,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,7,NA,NA,NA,social service,No
Fly,1980-1989,Male,Shandong,Shandong,Yes,8,NA,NA,NA,transport,No
Fly,1950-1959,Male,Hainan,Hainan,Yes,6,NA,NA,NA,social service,No
Fly,1940-1949,Male,Gansu,Shaanxi,No,9,NA,NA,NA,social service,No
Tiger,1960-1969,Male,Hunan,Hubei,No,3,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Yunnan,Yunnan,Yes,4,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Jiangxi,Jiangxi,Yes,4,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jiangxi,Jiangxi,Yes,9,NA,NA,NA,social service,No
Fly,1970-1979,Male,Shanghai,Beijing,No,7,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,6,NA,NA,NA,social service,No
Fly,1940-1949,Male,Zhejiang,Beijing,No,7,NA,NA,NA,CEHS,No
Fly,1940-1949,Male,Anhui,Beijing,No,7,NA,NA,NA,finance,No
Fly,1980-1989,Male,Liaoning,Henan,No,6,NA,NA,NA,finance,No
Tiger,1950-1959,Male,Guangxi,Guangxi,Yes,5,NA,NA,NA,social service,No
Fly,1950-1969,Male,Hebei,Inner Mongolia,No,5,NA,NA,NA,social service,No
Fly,1950-1969,Male,Hunan,Xinjiang,No,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,NA,NA,NA,social service,Yes
Tiger,1950-1959,Male,Tianjin,Tianjin,Yes,4,NA,NA,NA,social service,Yes
Fly,1980-1989,Male,Yunnan,Guangxi,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Shanxi,Fujian,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hebei,Tianjin,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,NA,NA,social service,No
Fly,1940-1949,Male,Liaoning,Tianjin,No,6,NA,NA,NA,social service,No
Fly,1970-1979,Male,Anhui,Tianjin,No,6,NA,No,NA,social service,No
Fly,1970-1979,Male,Ningxia,Tianjin,No,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,7,NA,NA,NA,social service,No
Fly,1980-1989,Male,Hunan,Liaoning,No,7,NA,NA,NA,technology,No
Fly,1980-1989,Male,Ningxia,Shandong,No,7,NA,NA,NA,real estate,No
Fly,1980-1989,Male,Qinghai,Heilongjiang,No,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hunan,Guangxi,No,5,15-20 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Hubei,Beijing,No,5,NA,NA,NA,technology,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Heilongjiang,Heilongjiang,Yes,5,NA,NA,NA,CEHS,No
Fly,1940-1949,Male,Shandong,Shandong,Yes,9,NA,NA,NA,finance,No
Tiger,1950-1959,Male,Jiangxi,Jiangxi,Yes,4,NA,Yes,"10,000,000-50,000,000",infrastructure,Yes
Tiger,1950-1959,Male,Chongqing,Shanxi,No,5,NA,NA,NA,mining,Yes
Fly,1960-1969,Male,Guangdong,Hainan,No,6,NA,NA,NA,technology,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,6,NA,NA,NA,social service,No
Fly,1980-1989,Male,Shaanxi,Jilin,No,6,NA,NA,NA,technology,No
Fly,1960-1969,Male,Jiangxi,Guangdong,No,6,NA,NA,NA,CEHS,Yes
Fly,1940-1949,Male,Shaanxi,Beijing,No,8,NA,NA,NA,technology,No
Fly,1950-1959,Male,Shandong,Shaanxi,No,5,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,7,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Liaoning,Inner Mongolia,No,5,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Sichuan,Xinjiang,No,6,NA,NA,NA,infrastructure,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,NA,NA,NA,CEHS,No
Fly,1980-1989,Male,Inner Mongolia,Xinjiang,No,7,NA,NA,NA,CEHS,No
Fly,1970-1979,Male,Shandong,Xinjiang,No,9,NA,NA,NA,CEHS,No
Fly,1970-1979,Male,Guizhou,Xinjiang,No,8,NA,NA,NA,social service,No
Fly,1950-1969,Male,Shanghai,Xinjiang,No,10,NA,NA,NA,social service,No
Fly,1960-1969,Male,Inner Mongolia,Hubei,No,6,NA,NA,NA,technology,No
Fly,1960-1969,Male,Henan,Guangdong,No,6,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Hubei,Hubei,Yes,4,NA,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1980-1989,Male,Fujian,Guangdong,No,6,NA,NA,NA,technology,No
Fly,1950-1959,Male,Liaoning,Heilongjiang,No,7,NA,NA,NA,CEHS,No
Fly,1950-1959,Female,Beijing,Chongqing,No,10,NA,NA,NA,N/A,Yes
Fly,1950-1959,Male,Henan,Xinjiang,No,8,NA,NA,NA,finance,No
Fly,1960-1969,Male,Xinjiang,Shandong,No,6,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Henan,Sichuan,No,4,NA,NA,NA,social service,Yes
Fly,1960-1969,Male,Zhejiang,Gansu,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Sichuan,Beijing,No,5,NA,Yes,"10,000,000-50,000,000",transport,No
Fly,1960-1969,Male,Ningxia,Fujian,No,9,NA,NA,NA,finance,No
Fly,1940-1949,Male,Shandong,Heilongjiang,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,8,NA,NA,NA,social service,No
Fly,1940-1949,Male,Shanxi,Anhui,No,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hunan,Beijing,No,8,NA,NA,NA,social service,Yes
Fly,1940-1949,Male,Hainan,Beijing,No,8,NA,NA,NA,social service,Yes
Fly,1980-1989,Male,Beijing,Sichuan,No,5,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,6,NA,NA,NA,social service,No
Fly,1970-1979,Male,Anhui,Jilin,No,5,NA,NA,NA,finance,No
Fly,1980-1989,Male,Heilongjiang,Guangdong,No,10,Life imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Heilongjiang,Shandong,No,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,5,NA,NA,NA,transport,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,10,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hubei,Shandong,No,7,NA,NA,NA,transport,No
Fly,1940-1949,Male,Henan,Shandong,No,8,NA,NA,NA,social service,No
Fly,1950-1969,Male,Guangxi,Shandong,No,7,NA,NA,NA,social service,No
Fly,1950-1969,Male,Chongqing,Beijing,No,5,NA,NA,NA,energy,No
Fly,1950-1959,Male,Guangxi,Guangxi,Yes,7,NA,NA,NA,social service,No
Fly,1970-1979,Male,Gansu,Shanxi,No,7,NA,NA,NA,transport,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,7,NA,NA,NA,social service,No
Fly,1970-1979,Male,Liaoning,Shanxi,No,6,NA,NA,NA,transport,No
Fly,1980-1989,Male,Xinjiang,Jiangxi,No,6,Life imprisonment,NA,NA,real estate,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,5,NA,NA,NA,finance,No
Fly,1960-1969,Male,Yunnan,Guizhou,No,10,NA,NA,NA,transport,No
Fly,1950-1959,Male,Hainan,Hainan,Yes,8,NA,NA,NA,social service,No
Fly,1970-1979,Male,Henan,Hainan,No,6,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Yunnan,Yunnan,Yes,6,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Liaoning,Heilongjiang,No,7,NA,NA,NA,agriculture,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,5,NA,No,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,9,NA,NA,NA,social service,No
Fly,1940-1949,Male,Tibet,Hunan,No,8,NA,NA,NA,social service,No
Fly,1940-1949,Male,Anhui,Hunan,No,8,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hainan,Hunan,No,9,NA,NA,NA,social service,No
Fly,1970-1979,Male,Fujian,Hunan,No,9,NA,NA,NA,social service,No
Fly,1950-1969,Male,Henan,Hunan,No,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Sichuan,No,5,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Hebei,Hunan,No,7,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Sichuan,Fujian,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Shandong,Fujian,No,6,Life imprisonment,NA,NA,social service,No
Fly,1940-1949,Female,Zhejiang,Zhejiang,Yes,6,5-10 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Liaoning,Liaoning,Yes,9,10-15 years imprisonment,Yes,"10,000,000-50,000,000",finance,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,10,NA,NA,NA,real estate,No
Fly,1950-1959,Male,Hubei,Liaoning,No,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,7,NA,Yes,"10,000,000-50,000,000",finance,No
Fly,1980-1989,Male,Hubei,Sichuan,No,7,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Shaanxi,Shaanxi,Yes,8,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Jiangxi,Inner Mongolia,No,6,Life imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Shandong,No,7,NA,NA,NA,social service,No
Fly,1970-1979,Male,Chongqing,Hebei,No,7,Life imprisonment,NA,NA,social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,6,Life imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1970-1979,Male,Jiangxi,Shanghai,No,6,Life imprisonment,No,NA,social service,No
Fly,1950-1969,Male,Tianjin,Shanghai,No,6,NA,Yes,NA,infrastructure,No
Fly,1980-1989,Male,Chongqing,Shanghai,No,6,Life imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Shanghai,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Inner Mongolia,Inner Mongolia,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Xinjiang,Xinjiang,Yes,7,NA,NA,NA,social service,No
Fly,1940-1949,Male,Shanghai,Xinjiang,No,8,Life imprisonment,NA,NA,transport,No
Fly,1960-1969,Male,Guangdong,Xinjiang,No,10,NA,NA,NA,social service,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,7,Life imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Ningxia,Ningxia,Yes,10,NA,No,NA,energy,No
Fly,1950-1969,Male,Heilongjiang,Xinjiang,No,7,NA,NA,NA,social service,No
Fly,1980-1989,Male,Guizhou,Xinjiang,No,6,Life imprisonment,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,Yes,"10,000,000-50,000,000",social service,No
Tiger,1960-1969,Male,Guizhou,Beijing,No,4,Life imprisonment,Yes,"10,000,000-50,000,000",finance,No
Fly,1980-1989,Male,Hunan,Shanxi,No,5,NA,No,NA,CEHS,No
Fly,1960-1969,Male,Xinjiang,Sichuan,No,6,NA,Yes,"10,000,000-50,000,000",finance,No
Fly,1960-1969,Male,Tibet,Shandong,No,6,NA,Yes,NA,CEHS,No
Fly,1960-1969,Male,Shaanxi,Inner Mongolia,No,6,NA,Yes,"10,000,000-50,000,000",technology,No
Tiger,1960-1969,Male,Shandong,Beijing,No,5,NA,Yes,"10,000,000-50,000,000",mining,No
Fly,1950-1969,Male,Guangdong,Ningxia,No,7,NA,NA,NA,mining,No
Fly,1950-1959,Female,Qinghai,Xinjiang,No,5,15-20 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,10,Life imprisonment,Yes,"10,000,000-50,000,000",finance,No
Fly,1940-1949,Male,Liaoning,Shanxi,No,6,NA,No,NA,social service,No
Tiger,1950-1959,Male,Beijing,Beijing,Yes,4,NA,Yes,"10,000,000-50,000,000",mining,Yes
Fly,1980-1989,Male,Shanxi,Hainan,No,7,Life imprisonment,Yes,NA,CEHS,No
Fly,1970-1979,Male,Guangxi,Hainan,No,7,Life imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Yunnan,Hainan,No,6,NA,Yes,NA,CEHS,No
Tiger,1950-1959,Male,Liaoning,Sichuan,No,4,NA,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1950-1969,Male,Zhejiang,Hainan,No,8,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1969,Male,Hubei,Fujian,No,9,Life imprisonment,NA,NA,social service,No
Fly,1960-1969,Female,Sichuan,Sichuan,Yes,7,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1980-1989,Male,Yunnan,Liaoning,No,8,Life imprisonment,NA,NA,social service,No
Fly,1940-1949,Male,Gansu,Liaoning,No,6,Life imprisonment,No,NA,agriculture,No
Fly,1950-1969,Male,Sichuan,Liaoning,No,8,NA,NA,NA,agriculture,No
Fly,1970-1979,Male,Jiangsu,Liaoning,No,6,Life imprisonment,NA,NA,agriculture,No
Fly,1960-1969,Male,Sichuan,Chongqing,No,6,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Fujian,Heilongjiang,No,7,NA,No,NA,social service,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,6,NA,No,NA,social service,No
Fly,1960-1969,Male,Guizhou,Hubei,No,6,Life imprisonment,NA,NA,technology,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,9,NA,Yes,NA,mining,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,5,Life imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Hainan,Hainan,Yes,9,NA,No,NA,agriculture,No
Tiger,1950-1959,Male,Guangxi,Guangxi,Yes,4,Life imprisonment,NA,NA,social service,No
Fly,1980-1989,Male,Shanxi,Shandong,No,8,NA,NA,NA,finance,No
Fly,1940-1949,Male,Jiangxi,Guangdong,No,7,NA,NA,NA,finance,No
Fly,1960-1969,Male,Beijing,Beijing,Yes,10,Life imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,8,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Jilin,Jilin,Yes,8,Life imprisonment,NA,NA,social service,No
Fly,1940-1949,Male,Inner Mongolia,Guangdong,No,8,NA,Yes,NA,finance,No
